Gender,Event,Location,Year,Medal,Name,Nationality,Result,Age,Weight,Height,seconds
M,200M Men,Barcelona,1992,B,Michael BATES,USA,20.38,22,180,86,
M,200M Men,Atlanta,1996,G,Michael JOHNSON,USA,19.32,28,183,77,
M,200M Men,Atlanta,1996,S,Frank FREDERICKS,NAM,19.68,28,180,73,
M,200M Men,Atlanta,1996,B,Ato BOLDON,TTO,19.8,22,176,75,
M,200M Men,Sydney,2000,G,Kostas KENTERIS,GRE,20.09,27,180,73,
M,200M Men,Sydney,2000,S,Darren CAMPBELL,GBR,20.14,27,183,83,
M,200M Men,Sydney,2000,B,Ato BOLDON,TTO,20.2,26,176,75,
M,200M Men,Athens,2004,G,Shawn CRAWFORD,USA,19.79,26,181,86,
M,200M Men,Athens,2004,S,Bernard WILLIAMS III,USA,20.01,26,183,81,
M,200M Men,Athens,2004,B,Justin GATLIN,USA,20.03,22,186,80,
M,200M Men,Beijing,2008,G,Usain BOLT,JAM,19.3,21,196,95,
M,200M Men,Beijing,2008,S,Shawn CRAWFORD,USA,19.96,30,181,86,
M,200M Men,Beijing,2008,B,Walter DIX,USA,19.98,22,175,80,
M,200M Men,London,2012,G,Usain BOLT,JAM,19.32,25,196,95,
M,200M Men,London,2012,S,Yohan BLAKE,JAM,19.44,22,180,80,
M,200M Men,London,2012,B,Warren WEIR,JAM,19.84,22,178,75,
M,200M Men,Rio,2016,G,Usain BOLT,JAM,19.78,29,196,95,
M,200M Men,Rio,2016,S,Andre De Grasse,CAN,20.02,21,176,70,
M,200M Men,Rio,2016,B,Christophe LEMAITRE,FRA,20.12,26,190,74,
W,100M Women,Amsterdam,1928,G,Elizabeth ROBINSON,USA,12.2,16,167,57,
W,100M Women,Los Angeles,1932,G,Stanislawa WALASIEWICZ,POL,11.9,21,174,60,
W,100M Women,Los Angeles,1932,S,Hilda STRIKE,CAN,11.9,21,159,48,
W,100M Women,Los Angeles,1932,B,Wilhelmina VON BREMEN,USA,12,22,182,68,
W,100M Women,Berlin,1936,G,Helen STEPHENS,USA,11.5,18,182,70,
W,100M Women,Berlin,1936,S,Stanislawa WALASIEWICZ,POL,11.7,25,174,60,
W,100M Women,Berlin,1936,B,K’ÛÎ_the KRAUSS,GER,11.9,29,176,72,
W,100M Women,London,1948,G,Fanny BLANKERS-KOEN,NED,11.9,30,175,63,
W,100M Women,London,1948,S,Dorothy HALL,GBR,12.2,21,165,51,
W,100M Women,London,1948,B,Shirley STRICKLAND,AUS,12.2,23,172,57,
W,100M Women,Helsinki,1952,G,Marjorie JACKSON,AUS,11.5,20,172,66,
W,100M Women,Helsinki,1952,S,Daphne HASENJAGER,RSA,11.8,23,165,59,
W,100M Women,Helsinki,1952,B,Shirley STRICKLAND,AUS,11.9,26,172,57,
W,100M Women,Melbourne / Stockholm,1956,G,Betty CUTHBERT,AUS,11.5,18,169,57,
W,100M Women,Melbourne / Stockholm,1956,S,Christa STUBNICK,EUA,11.7,22,159,52,
W,100M Women,Melbourne / Stockholm,1956,B,Marlene MATHEWS-WILLARD,AUS,11.7,22,170,64,
W,100M Women,Rome,1960,G,Wilma RUDOLPH,USA,11,20,180,59,
W,100M Women,Rome,1960,S,Dorothy HYMAN,GBR,11.3,19,170,59,
W,100M Women,Rome,1960,B,Giuseppina LEONE,ITA,11.3,25,168,58,
W,100M Women,Tokyo,1964,G,Wyomia TYUS,USA,11.4,19,172,61,
W,100M Women,Tokyo,1964,S,Edith MCGUIRE,USA,11.6,20,173,59,
W,100M Women,Tokyo,1964,B,Ewa KLOBUKOWSKA,POL,11.6,18,170,60,
W,100M Women,Mexico,1968,G,Wyomia TYUS,USA,11,23,172,61,
W,100M Women,Mexico,1968,S,Barbara FERRELL,USA,11.1,21,159,47,
W,100M Women,Mexico,1968,B,Irena KIRSZENSTEIN,POL,11.1,22,176,60,
W,100M Women,Munich,1972,G,Renate STECHER,GDR,11.07,22,170,71,
W,100M Women,Munich,1972,S,Raelene Ann BOYLE,AUS,11.23,21,168,57,
W,100M Women,Munich,1972,B,Silvia CHIVAS BARO,CUB,11.24,17,157,58,
W,100M Women,Montreal,1976,G,Annegret RICHTER-IRRGANG,FRG,11.08,25,167,53,
W,100M Women,Montreal,1976,S,Renate STECHER,GDR,11.13,26,170,71,
W,100M Women,Montreal,1976,B,Inge HELTEN,FRG,11.17,18,171,58,
W,100M Women,Moscow,1980,G,Lyudmila KONDRATYEVA,URS,11.06,22,168,57,
W,100M Women,Moscow,1980,S,Marlies OELSNER-G’ÛÎ_HR,GDR,11.07,22,165,55,
W,100M Women,Moscow,1980,B,Ingrid AUERSWALD-LANGE,GDR,11.14,22,168,58,
W,100M Women,Los Angeles,1984,G,Evelyn ASHFORD,USA,10.97,27,165,52,
W,100M Women,Los Angeles,1984,S,Alice BROWN,USA,11.13,23,159,59,
W,100M Women,Los Angeles,1984,B,Merlene OTTEY,JAM,11.16,24,175,62,
W,100M Women,Barcelona,1992,G,Gail DEVERS,USA,10.82,25,160,55,
W,100M Women,Barcelona,1992,S,Juliet CUTHBERT,JAM,10.83,28,160,54,
W,100M Women,Barcelona,1992,B,Irina PRIVALOVA,EUN,10.84,23,174,64,
W,100M Women,Atlanta,1996,G,Gail DEVERS,USA,10.94,29,160,55,
W,100M Women,Atlanta,1996,S,Merlene OTTEY,JAM,10.94,36,175,62,
W,100M Women,Atlanta,1996,B,Gwen TORRENCE,USA,10.96,31,170,57,
W,100M Women,Sydney,2000,S,Ekaterini THANOU,GRE,11.12,24,163,61,
W,100M Women,Sydney,2000,S,Tanya LAWRENCE,JAM,11.18,25,165,56,
W,100M Women,Sydney,2000,B,Merlene OTTEY,JAM,11.19,40,175,62,
W,100M Women,Athens,2004,G,Yuliya NESTSIARENKA,BLR,10.93,25,176,62,
W,100M Women,Athens,2004,S,Lauryn WILLIAMS,USA,10.96,20,160,67,
W,100M Women,Athens,2004,B,Veronica CAMPBELL-BROWN,JAM,10.97,22,168,58,
W,100M Women,Beijing,2008,G,Shelly-Ann FRASER-PRYCE,JAM,10.78,21,160,57,
W,100M Women,Beijing,2008,S,Sherone SIMPSON,JAM,10.98,23,163,59,
W,100M Women,Beijing,2008,S,Kerron STEWART,JAM,10.98,24,175,61,
W,100M Women,London,2012,G,Shelly-Ann FRASER-PRYCE,JAM,10.75,25,160,57,
W,100M Women,London,2012,S,Carmelita JETER,USA,10.78,32,163,59,
W,100M Women,London,2012,B,Veronica CAMPBELL-BROWN,JAM,10.81,30,168,58,
W,100M Women,Rio,2016,G,Elaine THOMPSON,JAM,10.71,24,167,57,
W,100M Women,Rio,2016,S,Tori BOWIE,USA,10.83,25,175,58,
W,100M Women,Rio,2016,B,Shelly-Ann FRASER-PRYCE,JAM,10.86,29,160,57,
M,100M Men,Athens,1896,G,Thomas BURKE,USA,12,21,183,66,
M,100M Men,Athens,1896,S,Fritz HOFMANN,GER,12.2,24,167,56,
M,100M Men,Athens,1896,B,Alajos SZOKOLYI,HUN,12.6,21,170,69,
M,100M Men,Paris,1900,G,Frank JARVIS,USA,11,21,167,58,
M,100M Men,Paris,1900,S,Walter TEWKSBURY,USA,11.1,24,183,64,
M,100M Men,Paris,1900,B,Stanley ROWLEY,AUS,11.2,23,178,71,
M,100M Men,St Louis,1904,G,Archie HAHN,USA,11,23,167,64,
M,100M Men,St Louis,1904,S,Nate CARTMELL,USA,11.2,21,182,71,
M,100M Men,London,1908,G,Reggie WALKER,RSA,10.8,19,170,61,
M,100M Men,Stockholm,1912,G,Ralph CRAIG,USA,10.8,22,182,73,
M,100M Men,Stockholm,1912,S,Alvah MEYER,USA,10.9,23,173,65,
M,100M Men,Stockholm,1912,B,Donald LIPPINCOTT,USA,10.9,18,178,72,
M,100M Men,Antwerp,1920,G,Charles PADDOCK,USA,10.8,19,172,75,
M,100M Men,Antwerp,1920,S,Morris KIRKSEY,USA,10.8,24,178,77,
M,100M Men,Paris,1924,G,Harold ABRAHAMS,GBR,10.6,24,183,75,
M,100M Men,Paris,1924,S,Jackson SCHOLZ,USA,10.7,27,172,61,
M,100M Men,Paris,1924,B,Arthur PORRITT,NZL,10.8,23,171,64,
M,100M Men,Amsterdam,1928,G,Percy WILLIAMS,CAN,10.8,19,170,56,
M,100M Men,Amsterdam,1928,S,Jack LONDON,GBR,10.9,23,183,75,
M,100M Men,Amsterdam,1928,B,Georg LAMMERS,GER,10.9,23,178,84,
M,100M Men,Los Angeles,1932,G,Eddie TOLAN,USA,10.3,23,170,65,
M,100M Men,Los Angeles,1932,S,Ralph METCALFE,USA,10.3,22,180,82,
M,100M Men,Los Angeles,1932,B,Arthur JONATH,GER,10.4,22,179,73,
M,100M Men,Berlin,1936,G,Jesse OWENS,USA,10.3,22,178,71,
M,100M Men,Berlin,1936,S,Ralph METCALFE,USA,10.4,26,180,82,
M,100M Men,Berlin,1936,B,Martinus OSENDARP,NED,10.5,20,176,80,
M,100M Men,London,1948,G,Harrison DILLARD,USA,10.3,25,178,69,
M,100M Men,London,1948,S,Barney EWELL,USA,10.4,30,180,71,
M,100M Men,London,1948,B,Lloyd LABEACH,PAN,10.6,26,185,73,
M,100M Men,Helsinki,1952,G,Lindy REMIGINO,USA,10.4,21,173,67,
M,100M Men,Helsinki,1952,S,Herbert MCKENLEY,JAM,10.4,30,185,72,
M,100M Men,Helsinki,1952,B,Emmanuel McDONALD BAILEY,GBR,10.4,31,180,65,
M,100M Men,Melbourne / Stockholm,1956,G,Bobby MORROW,USA,10.5,21,186,75,
M,100M Men,Melbourne / Stockholm,1956,S,Thane BAKER,USA,10.5,25,183,72,
M,100M Men,Melbourne / Stockholm,1956,B,Hector HOGAN,AUS,10.6,25,170,65,
M,100M Men,Rome,1960,G,Armin HARY,EUA,10.2,23,182,71,
M,100M Men,Rome,1960,S,Dave SIME,USA,10.2,24,189,81,
M,100M Men,Rome,1960,B,Peter RADFORD,GBR,10.3,20,180,61,
M,100M Men,Tokyo,1964,G,Bob HAYES,USA,10,21,183,86,
M,100M Men,Tokyo,1964,S,Enrique FIGUEROLA,CUB,10.2,26,167,67,
M,100M Men,Tokyo,1964,B,Harry JEROME,CAN,10.2,24,180,77,
M,100M Men,Mexico,1968,G,Jim HINES,USA,9.9,22,183,81,
M,100M Men,Mexico,1968,S,Lennox MILLER,JAM,10,22,183,79,
M,100M Men,Mexico,1968,B,Charlie GREENE,USA,10,23,173,69,
M,100M Men,Munich,1972,G,Valery BORZOV,URS,10.14,22,183,80,
M,100M Men,Munich,1972,S,Robert TAYLOR,USA,10.24,23,183,80,
M,100M Men,Munich,1972,B,Lennox MILLER,JAM,10.33,25,183,79,
M,100M Men,Montreal,1976,G,Hasely CRAWFORD,TTO,10.06,25,187,90,
M,100M Men,Montreal,1976,S,Donald QUARRIE,JAM,10.08,25,175,70,
M,100M Men,Montreal,1976,B,Valery BORZOV,URS,10.14,26,183,80,
M,100M Men,Moscow,1980,G,Allan WELLS,GBR,10.25,28,183,86,
M,100M Men,Moscow,1980,S,Silvio LEONARD SARRIA,CUB,10.25,24,173,64,
M,100M Men,Moscow,1980,B,Peter PETROV,BUL,10.39,25,180,80,
M,100M Men,Los Angeles,1984,G,Carl LEWIS,USA,9.99,23,188,80,
M,100M Men,Los Angeles,1984,S,Sam GRADDY,USA,10.19,20,178,70,
M,100M Men,Los Angeles,1984,B,Ben JOHNSON,CAN,10.22,22,177,75,
M,100M Men,Barcelona,1992,G,Linford CHRISTIE,GBR,9.96,32,189,94,
M,100M Men,Barcelona,1992,S,Frank FREDERICKS,NAM,10.02,24,180,73,
M,100M Men,Barcelona,1992,B,Dennis MITCHELL,USA,10.04,26,175,70,
M,100M Men,Atlanta,1996,G,Donovan BAILEY,CAN,9.84,28,183,82,
M,100M Men,Atlanta,1996,S,Frank FREDERICKS,NAM,9.89,28,180,73,
M,100M Men,Atlanta,1996,B,Ato BOLDON,TTO,9.9,22,176,75,
M,100M Men,Sydney,2000,G,Maurice GREENE,USA,9.87,26,176,80,
M,100M Men,Sydney,2000,S,Ato BOLDON,TTO,9.99,26,176,75,
M,100M Men,Sydney,2000,B,Obadele THOMPSON,BAR,10.04,24,182,78,
M,100M Men,Athens,2004,G,Justin GATLIN,USA,9.85,22,186,80,
M,100M Men,Athens,2004,S,Francis OBIKWELU,POR,9.86,25,195,79,
M,100M Men,Athens,2004,B,Maurice GREENE,USA,9.87,30,176,80,
M,100M Men,Beijing,2008,G,Usain BOLT,JAM,9.69,21,196,95,
M,100M Men,Beijing,2008,S,Richard THOMPSON,TTO,9.89,23,188,80,
M,100M Men,Beijing,2008,B,Walter DIX,USA,9.91,22,175,80,
M,100M Men,London,2012,G,Usain BOLT,JAM,9.63,25,196,95,
M,100M Men,London,2012,S,Yohan BLAKE,JAM,9.75,22,180,80,
M,100M Men,London,2012,B,Justin GATLIN,USA,9.79,30,186,80,
M,100M Men,Rio,2016,G,Usain BOLT,JAM,9.81,29,196,95,
M,100M Men,Rio,2016,S,Justin GATLIN,USA,9.89,34,186,80,
M,100M Men,Rio,2016,B,Andre DE GRASSE,CAN,9.91,21,176,70,
